"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","list-view-header","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-bodrum-yenikoy-kiralik/daire/133135-317","11","35.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","15
                      Yaşında","2. Kat","Bodrum, Yeniköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/baser-elite-group-133135","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/3/1/3/3/1/e356c28a-c528-4a05-adb7-c48c2fd76704.jpg","Bodrum Yeniköy'de Kiralık 2+1 Üst Kat Daire",""
"https://www.hepsiemlak.com/mugla-dalaman-sogutluyurt-kiralik/daire/134734-157","11","9.000","16-04-2024","Kiralık Daire","1 +
                        1","58 m²","Sıfır Bina","Yüksek Giriş","Dalaman, Söğütlüyurt Mahallesi","","","Dalaman Ay Emlaktan Kiralık Uzun Dönem",""
"https://www.hepsiemlak.com/mugla-koycegiz-hamitkoy-kiralik/daire/128779-283","41","14.000","15-04-2024","Kiralık Daire","2 +
                        1","125 m²","11
                      Yaşında","2. Kat","Köyceğiz, Hamitköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/merlin-gayrimenkul-128779","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/1/2/0/2/2/4/04c00205-f0c9-448d-853c-d8c47d9bb14a.jpeg","Merlin'den Köyceğiz Hamitköy'de 2+1 Geniş Balkonlu Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/7/7/8/2/1/771f5dc4-00da-4403-909c-f86bbff2a883.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-bahcelievler-kiralik/daire/25898-3380","42","40.000","15-04-2024","Kiralık Daire","2 +
                        1","85 m²","Sıfır Bina","Bahçe Katı","Bodrum, Bahçelievler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrum-gayrimenkul-yatirim-danismanligi-25898","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/7/9/9/1/1/4/1c556440-a40d-4975-8ed3-9547fa7154c4.jpg","T.Reis Bahçelievler'de Özel Plajlı Sitede 2+1 Eşyalı Sıfır  Bahçe Kat Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/8/5/2/0/b1c96270-2753-4ab5-9bbc-60974f274d59.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-tepecik-kiralik/villa/114590-457","23","25.000","15-04-2024","Kiralık Villa","1 +
                        1","85 m²","10
                      Yaşında","","Bodrum, Tepecik Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/7/2/6/4/2/4/1712313263-402416-42462711.jpeg","Bodrummandolina Kuzey İnşaat Gayrimenkul",""
"https://www.hepsiemlak.com/mugla-bodrum-umurca-kiralik/daire/77493-2074","10","25.000","16-04-2024","Kiralık Daire","2 +
                        1","85 m²","2
                      Yaşında","2. Kat","Bodrum, Umurca Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/simurg-gayrimenkul-77493/senay-bagci-1465795","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/2/5/6/2/1/4/dfcda320-5951-457e-bc50-ecaa3636d4cf.jpg","Bodrum Merkez Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/9/7/5/6/4/1/cfd95643-7777-4777-9ed5-308f336e7a65.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-gelisim-kiralik/daire/142594-5","13","16.500","15-04-2024","Kiralık Daire","3 +
                        1","120 m²","11
                      Yaşında","1. Kat","Köyceğiz, Gelişim Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ata-gayrimenkul-142594","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/2/1/7/3/2/4/62e0d5cc-8b33-4f50-b1ac-b79e83f8bd7a.jpg","Ata Gayrimenkul'den Kiralık 3+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/9/5/2/4/1/b7f40788-c82d-418c-9d42-c259ba9ad5aa.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-armutalan-kiralik/villa/72638-4271","20","44.000","15-04-2024","Kiralık Villa","3 +
                        1","180 m²","21
                      Yaşında","1. Kat","Marmaris, Armutalan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mujgan-emlak-72638","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/3/4/5/4/2/4/5dfc1937-541a-4ffa-9997-0cf135677a9f.jpg","Müjgan Emlak'tan Armutalan'da Eşyalı Kiralık İkiz Dubleks Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/3/6/2/7/0/a5baee1c-8450-4923-baa1-5dc8348e4e7e.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-torba-kiralik/villa/6231-12694","19","150.000","15-04-2024","Kiralık Villa","3 +
                        1","270 m²","11
                      Yaşında","","Bodrum, Torba Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/9/2/5/9/9/3/db5479ca-4d85-4de5-a0fb-90247b3c74ff.jpeg","Bodrum Torba'da Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turgutreis-kiralik/daire/28555-2304","18","25.000","15-04-2024","Kiralık Daire","2 +
                        1","80 m²","15
                      Yaşında","Bahçe Katı","Bodrum, Turgutreis Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/sor-emlak-28555","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/6/9/8/4/2/4/a32c835e-d4d9-484b-84f6-7ab00fdee44c.jpg","Sör Emlak'tan Denize Yakın Konumda Bahçe Kat Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/5/5/8/2/0/77b1df3c-6854-42d3-9f70-96a2cd38a251.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-hurriyet-kiralik/daire/133160-121","12","12.000","15-04-2024","Kiralık Daire","2 +
                        1","80 m²","Sıfır Bina","3. Kat","Dalaman, Hürriyet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gho-likya-gayrimenkul-133160","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/5/4/2/4/2/4/f1268366-f150-4a6a-9193-813fe0ade43c.jpg","Gho'dan Dalaman Hürriyet Mahallesinde Kiralık 2+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/6/1/3/3/1/ba83d99f-9792-4b2f-be43-b5362b1a87d7.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-cayli-kiralik/daire/98640-1066","14","12.000","16-04-2024","Kiralık Daire","2 +
                        1","85 m²","Sıfır Bina","2. Kat","Ortaca, Çaylı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gunaydin-gayrimenkul-98640","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/9/9/7/4/2/4/1712757858-356139-42479968.jpeg","Günaydın Emlaktan Ortaca Çaylı Da Sıfır 2+1 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/4/6/8/9/0/72931a8a-7421-46f7-8aad-944ccd7e8c58.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-merkez-kiralik/daire/134734-146","11","9.000","16-04-2024","Kiralık Daire","1 +
                        1","55 m²","Sıfır Bina","5. Kat","Dalaman, Merkez Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/4/3/1/4/2/4/0d4ad82e-ba9b-480c-8e13-cd5c0cc966bb.jpeg","Dalaman Ay Emlaktan Merkezde Kiralık",""
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/daire/83214-572","24","60.000","15-04-2024","Kiralık Daire","2 +
                        1","85 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Geriş Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/5/4/2/4/2/4/af40a316-7092-45e1-8ee2-bcbb736a3689.jpeg","Bodrum Yalıkavak'ta Kiralık Marinaya Yakın 2+1 Residence",""
"https://www.hepsiemlak.com/mugla-bodrum-turgutreis-kiralik/daire/66406-2396","24","25.000","15-04-2024","Kiralık Daire","2 +
                        1","90 m²","5
                      Yaşında","Yüksek Giriş","Bodrum, Turgutreis Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/6/5/5/6/1/4/1712245403525-41655641.jpg","Turgutreıs Emlak'tan Kiralık 2+1 Yüksek Giris Daıre",""
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/daire/56203-4556","13","37.500","15-04-2024","Kiralık Daire","3 +
                        1","100 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yalihan-gayrimenkul-56203/ayhan-kucuk-1045775","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/2/8/8/4/2/4/a6218ead-c681-4d3a-b9ce-bba2953c2721.jpg","Bodrum Yalıkavak  3+1 12 Aylık Kiralık Eşyalı Bahçe Katı Daire","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/7/7/5/4/0/1/4d8c75eb-b0b7-4e24-a702-438e26fd489a.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-beldibi-kiralik/villa/86562-1443","11","40.000","15-04-2024","Kiralık Villa","5 +
                        1","250 m²","3
                      Yaşında","","Marmaris, Beldibi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ozmaris-gayrimenkul-86562/ozlem-ozdemir-1705072","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/3/3/7/3/2/4/0970f2c9-e202-445f-b94b-9359255e740e.jpg","Marmaris Beldibi Mah. 5+1 Eşyalı Kiralık İkiz Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/2/7/0/5/0/7/1/840c9d7f-cd36-4e57-ab10-c36f4f63ba77.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-kumbahce-kiralik/daire/64802-5889","18","29.750","15-04-2024","Kiralık Daire","1 +
                        1","100 m²","10
                      Yaşında","Giriş Katı","Bodrum, Kumbahçe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/hedef-gayrimenkul-64802/m-cetinalp-kazanici-1218148","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/2/3/8/3/0/4/1677744943151-40383249.jpg","Hedef'ten Bodrum Kumbahçe'de Kiralık Geniş Ve Ferah 1+1 Eşyalı Şahane Daire","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/8/4/1/8/1/2/1/459182aa-23ef-4f0c-9624-2f0a1efbf791.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/villa/25898-3407","30","100.000","15-04-2024","Kiralık Villa","3 +
                        1","180 m²","9
                      Yaşında","","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrum-gayrimenkul-yatirim-danismanligi-25898","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/8/9/8/4/2/4/0d0d3b83-cba3-4bc6-b02a-587239127672.jpg","Bitez Merkezde Özel Yüzme Havuzlu Eşyalı 3+1+müştemilat Yıllık Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/8/5/2/0/b1c96270-2753-4ab5-9bbc-60974f274d59.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-carsi-kiralik/daire/114590-459","14","25.000","15-04-2024","Kiralık Daire","3 +
                        1","140 m²","13
                      Yaşında","Yüksek Giriş","Bodrum, Çarşı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/4/6/7/4/2/4/1712606157-526411-42476427.jpeg","Bodrummandolina Kuzey İnşaat Gayrimenkul",""
"https://www.hepsiemlak.com/mugla-fethiye-patlangic-kiralik/daire/139822-56","19","15.000","16-04-2024","Kiralık Daire","2 +
                        1","115 m²","25
                      Yaşında","Bahçe Katı","Fethiye, Patlangıç Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/fethiye-emlak-139822","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/0/2/9/4/2/4/1713221493150-42492072.jpg","Fethiye Hıdırlık'ta Kiralık 2+1 110m2 Bahçe Katı Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/2/8/9/3/1/347e3a10-2e66-4f8d-bf25-91912accc170.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-kumbahce-kiralik/villa/136292-56","19","70.000","16-04-2024","Kiralık Villa","3 +
                        1","180 m²","15
                      Yaşında","","Bodrum, Kumbahçe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/realty-world-erkin-gayrimenkul-136292","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/9/2/6/3/1/6b689d96-7f38-465f-a1f5-2b2aa86195e7.jpg","**bodrum Kumbahçe De Eşssiz Manzarası İle Yıllık Kiralık 3+1 Villa**",""
"https://www.hepsiemlak.com/mugla-mentese-bayir-kiralik/daire/137634-38","16","13.000","16-04-2024","Kiralık Daire","2 +
                        1","95 m²","1
                      Yaşında","En Üst Kat","Menteşe, Bayır Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bayir-emlak-137634","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/6/7/3/1/8e6e8f7f-dafc-4d2e-a0f1-399b0b2304b2.jpg","Muğla Menteşe Bayır'da Kiralık 2+1 Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-akyarlar-kiralik/villa/142212-14","17","45.000","15-04-2024","Kiralık Villa","4 +
                        1","250 m²","15
                      Yaşında","","Bodrum, Akyarlar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/redstone-lotus-142212","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/1/2/2/4/1/6f7623bc-6c3c-4da2-98b7-505e6b35c624.jpg","Akyarlar'da Kiralık Villa",""
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/mustakil-ev/5343-10293","39","55.000","16-04-2024","Kiralık Müstakil Ev","5 +
                        2","230 m²","10
                      Yaşında","","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-bodrum-5343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/9/3/1/8/1/4/79f5ab19-ae24-4f90-9d7b-68ff7e8ef155.jpg","Yalıkavak Sülüklüde 5+2 Müstakil Kiralık","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/5/0/0/0a4ee8ff-e0bf-4ec8-9931-d41246fbb5f6.jpg"
"https://www.hepsiemlak.com/mugla-milas-oren-kiralik/daire/139252-39","20","15.000","16-04-2024","Kiralık Daire","2 +
                        1","100 m²","10
                      Yaşında","1. Kat","Milas, Ören Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/destan-gayrimenkul-139252","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/6/4/9/3/1/4/1693652462544-41394611.jpg","Destan Gayrimenkul'den Milas Ören Mah.Kaloriferli Kiralik Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/5/2/9/3/1/fcd181bf-ce9a-4fce-bc71-24bf3501434d.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-ciftlik-kiralik/villa/137352-51","50","20.000","15-04-2024","Kiralık Villa","2 +
                        1","120 m²","25
                      Yaşında","","Fethiye, Çiftlik Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ideal-properties-emlak-insaat-137352","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/6/9/5/2/1/4/dfd575b8-eb52-4d71-9491-95850a9c2419.jpg","Kocaçalışta Bitişik Nizam Ortak Havuzlu Eşyalı Kiralık2+1 Dubleks","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/5/3/7/3/1/cb49b9a8-9b03-4fc4-90f1-214e49e4244c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/yazlik/5554-4914","12","50.000","16-04-2024","Kiralık Yazlık","2 +
                        1","80 m²","17
                      Yaşında","Bahçe Katı","Bodrum, Gündoğan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/usta-emlak-musavirligi-5554/erdinc-usta-5554","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/3/5/9/3/2/4/3df04db0-9462-4512-afd6-3455739e09dd.jpg","Gündoğan Merkezine Yakın Denizatı Sitesinde 2+1...","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/4/5/5/5/0/0/41f2ae76-a5e1-4ed2-a17d-77951a420a51.jpeg"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/daire/83214-570","22","40.000","15-04-2024","Kiralık Daire","2 +
                        1","100 m²","1
                      Yaşında","3. Kat","Bodrum, Gündoğan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/4/2/4/2/4/d57189c7-c6b4-4302-9aa4-d9bbcc02b343.jpeg","Gündoğan'da Deniz Manzaralı Man. Eşyalı Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-koycegiz-beyobasi-kiralik/mustakil-ev/139216-11","14","20.000","16-04-2024","Kiralık Müstakil Ev","3 +
                        1","125 m²","15
                      Yaşında","","Köyceğiz, Beyobası Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/eray-emlak-139216","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/1/3/2/3/2/4/56480670-a56d-4b5b-86fe-5036481b8b53.jpg","Eray Emlaktan Köyceğiz Beyobasında 3+1 Müstakil Bahçeli Kiralık Ev","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/2/9/3/1/af62e677-d495-494b-a0f9-70c8557107b3.jpg"
"https://www.hepsiemlak.com/mugla-mentese-karamehmet-kiralik/daire/139386-220","9","9.000","16-04-2024","Kiralık Daire","1 +
                        1","65 m²","5
                      Yaşında","Bahçe Katı","Menteşe, Karamehmet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yildiz-emlak-139386","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/0/0/6/4/2/4/dfe52fd2-6c85-4319-9427-a40c45ab6d3c.jpg","Muğla Sekibaşı'nda Kiralık 1+1 Müstakil Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/8/3/9/3/1/155f3c54-6f72-4d78-b46c-9f4f9abbd367.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-terzialiler-kiralik/mustakil-ev/82884-1305","8","12.000","16-04-2024","Kiralık Müstakil Ev","1 +
                        1","60 m²","10
                      Yaşında","","Ortaca, Terzialiler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/elit-emlak-82884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/4/8/8/2/2/4/1709284727-094472-42288493.jpeg","Ortaca/dalyan Gökbel’de 1+1 Full Eşyalı Kiralık Müstakil Ev","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/2/8/0/b0b1033e-def7-4834-b768-b78c05536ebb.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-karagedik-kiralik/daire/86274-746","16","25.000","15-04-2024","Kiralık Daire","2 +
                        1","85 m²","10
                      Yaşında","Giriş Katı","Fethiye, Karagedik Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/6/0/7/5/0/4/1680460339389-40570663.jpg","Fethiye Çalış Plajında Haziran Ayına Kadar Kiralık Eşyalı Lüks Daire",""
"https://www.hepsiemlak.com/mugla-seydikemer-cumhuriyet-kiralik/daire/135576-80","10","10.000","15-04-2024","Kiralık Daire","3 +
                        1","105 m²","10
                      Yaşında","Ara Kat","Seydikemer, Cumhuriyet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/6/1/9/4/2/4/17e497bd-ac60-4fef-a432-48ebff705e26.jpg","Seydikemer Merkezde 3+1 Geniş Ve Yeni Yapı Klimalı Daire",""
"https://www.hepsiemlak.com/mugla-ula-akyaka-kiralik/daire/139386-211","9","15.000","16-04-2024","Kiralık Daire","1 +
                        1","70 m²","4
                      Yaşında","1. Kat","Ula, Akyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yildiz-emlak-139386","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/6/7/3/3/2/4/be278b31-acfb-4ce6-8ca1-fff067eaa210.jpg","Muğla Akyaka Kiralık 1+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/8/3/9/3/1/155f3c54-6f72-4d78-b46c-9f4f9abbd367.jpg"
"https://www.hepsiemlak.com/mugla-mentese-bayir-kiralik/daire/137634-31","13","20.000","16-04-2024","Kiralık Daire","3 +
                        1","150 m²","5
                      Yaşında","En Üst Kat","Menteşe, Bayır Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bayir-emlak-137634","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/6/9/3/0/2/4/f4560332-7b73-48a9-915d-cfa67c5eaa7c.jpg","Muğla Menteşe Bayır'da Kiralık 3+1(140m2)","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/6/7/3/1/8e6e8f7f-dafc-4d2e-a0f1-399b0b2304b2.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-beyobasi-kiralik/daire/139216-20","12","12.000","16-04-2024","Kiralık Daire","4 +
                        1","145 m²","15
                      Yaşında","2. Kat","Köyceğiz, Beyobası Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/eray-emlak-139216","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/0/3/6/3/2/4/3ff082a6-1587-45f2-9ffa-c651f4803dc7.jpg","Eray Emlaktan Köyceğiz Beyobasında 4+1 Kiralık Ev","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/2/9/3/1/af62e677-d495-494b-a0f9-70c8557107b3.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/5343-10575","26","28.000","16-04-2024","Kiralık Daire","1 +
                        1","50 m²","Sıfır Bina","Zemin","Bodrum, Eskiçeşme Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-bodrum-5343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/3/2/0/4/2/4/46e4ac59-891e-432b-a5d0-a539e99f6807.jpg","Yeniköy De Kiralık 1+1","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/5/0/0/0a4ee8ff-e0bf-4ec8-9931-d41246fbb5f6.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-akcaalan-kiralik/daire/65634-3520","16","15.000","15-04-2024","Kiralık Daire","2 +
                        1","90 m²","20
                      Yaşında","Giriş Katı","Bodrum, Akçaalan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/akya-emlak-65634","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/5/0/9/4/2/4/1713190591466-42490563.jpg","Bodrum Turgutreis'te Kiralık Deniz Manzaralı 2+1 Giriş Kat","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/6/5/6/0/96c21c78-017d-4940-992c-1cbe9fe36b78.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-sogutluyurt-kiralik/daire/133160-132","28","14.000","15-04-2024","Kiralık Daire","2 +
                        1","120 m²","3
                      Yaşında","1. Kat","Dalaman, Söğütlüyurt Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gho-likya-gayrimenkul-133160","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/1/0/9/4/2/4/0f15865e-495e-4479-bf4c-f74168017adc.jpg","Gho'dan Dalaman Altıntas Mah.De Kiralık 2+1 Bahçe Dubleks Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/6/1/3/3/1/ba83d99f-9792-4b2f-be43-b5362b1a87d7.jpg"
